owner_name,portfolio_size,total_market_value,owner_address,mailing_address,entity_type,is_investor_entity,has_investor_name,has_po_box,has_business_address,portfolio_category,is_portfolio_investor,sample_properties,absentee_ratio,investor_score,investor_tier,score_reasons,tier_description
MCCREARY STANLEY,27,0,,,individual,False,False,False,False,institutional,True,"['5031 AMY AVE', '5101 AMY AVE', '5019 AMY AVE', '5131 AMY AVE', '6601 ROE ST']",1.0,40,tier_3,Institutional investor (27 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
MADEIRA CITY OF,26,0,,,government,False,False,False,False,institutional,True,"['7014 MIAMI AVE', '7010 MIAMI AVE', 'LAUREL AVE', '7451 DAWSON RD', '7409 DAWSON RD']",1.0,40,tier_3,Institutional investor (26 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
MERCY HOSPITALS WEST,25,0,,,individual,False,False,False,False,institutional,True,"['3131 QUEEN CITY AVE', '24870004 QUEEN CITY AVE', 'QUEEN CITY AVE', 'QUEEN CITY AVE', '3131 QUEEN CITY AVE']",1.0,40,tier_3,Institutional investor (25 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
LINCOLN HEIGHTS VILLAGE OF,25,0,,,individual,False,False,False,False,institutional,True,"['845 CHAMBERLAIN AVE', '944 BYRD AVE', '1228 STEFFEN AVE', '1256 STEFFEN AVE', '1179 STEFFEN AVE']",1.0,40,tier_3,Institutional investor (25 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
GAMMARINO AL TR,19,0,,,trust,True,False,False,False,large,True,"['5419 NEWFIELD AVE', '3836 IONA AVE', '3850 IONA AVE', '2839 SHAFFER AVE', '2783 SHAFFER AVE']",1.0,55,tier_3,Trust entity (possible investor); Large portfolio (19 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
MEYER DANIEL TR,15,0,,,trust,True,False,False,False,large,True,"['3260 BLUEACRES DR', '7510 CHEVIOT RD', '3646 BLUE ROCK RD', '7494 CHEVIOT RD', 'BANNING RD']",1.0,55,tier_3,Trust entity (possible investor); Large portfolio (15 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
EQUITY TRUST COMPANY,13,0,,,trust,True,False,False,False,large,True,"['4403 WATTERSON ST', '6614 BRITTON AVE', '3663 CLARION AVE', 'DORSEY ST', '1617 WESTWOOD AVE']",1.0,55,tier_3,Trust entity (possible investor); Large portfolio (13 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
BECKMAN SUSAN R TR,11,49870,5918 PRICE RDMILFORD OH 45150,BECKMAN SUSAN 5918 PRICE RDMILFORD OH 45150,trust,True,False,False,False,large,True,"['5383 BEECHMONT AVE', '5375 BEECHMONT AVE', '5367 BEECHMONT AVE', '5359 BEECHMONT AVE', '5341 BEECHMONT AVE']",1.0,55,tier_3,Trust entity (possible investor); Large portfolio (11 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
MAKETEWAH COUNTRY CLUB COMPANY TR,11,0,,,trust,True,False,False,False,large,True,"['6212 PADDOCK RD', '6989 READING RD', '6991 READING RD', '5168 PADDOCK RD', '5401 READING RD']",1.0,55,tier_3,Trust entity (possible investor); Large portfolio (11 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
BETTS-LONGWORTH HISTORIC GROUP,11,0,,,business,True,True,False,False,large,True,"['HOPKINS ST', '1059 JOHN ST', '1057 JOHN ST', '1053 JOHN ST', '1051 JOHN ST']",1.0,47,tier_3,"Large portfolio (11 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
HENKE JEROME E TR & THOMAS P TR,10,0,,,trust,True,False,False,False,large,True,"['67 PEETE ST', '73 PEETE ST', '33 CLIFTON AVE', '35 CLIFTON AVE', '8 HUST AL']",1.0,55,tier_3,Trust entity (possible investor); Large portfolio (10 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
KIEFER JOHN L JR TR,9,0,,,trust,True,False,False,False,medium,True,"['6041 BLUE ROCK RD', '4959 BLUE ROCK RD', '4915 BLUE ROCK RD', '6041 BLUE ROCK RD', '5987 BLUE ROCK RD']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (9 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
GARNER CHARLES R TR,9,0,,,trust,True,False,False,False,medium,True,"['7859 YMCA RD', '7859 YMCA RD', '7867 YMCA RD', '7869 YMCA RD', '7863 ANCHOR RD']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (9 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
LAMAR OUTDOOR ADVERTISING CO,9,0,,,corporation,True,False,False,False,medium,True,"['1901 HARRISON AVE', '1899 HARRISON AVE', '1895 HARRISON AVE', '1893 HARRISON AVE', '1889 HARRISON AVE']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (9 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
EQUITY TRUST CO CUSTODIAN,9,0,,,trust,True,False,False,False,medium,True,"['1804 HIGHLAND AVE', '1800 HIGHLAND AVE', '1740 HIGHLAND AVE', '1736 HIGHLAND AVE', '1734 HIGHLAND AVE']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (9 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
ANDERSON LAND HOLDINGS NEWTOWN LLC7527 STATE RD STE CCINCINNATI OH 45244,8,681130,(Questions? 946-4015 or,ANDERSON LAND HOLDINGS NEWTOWN LLC7527 STATE RD STE CCINCINNATI OH 45244 (Questions? 946-4800 or,business,True,True,False,False,medium,True,"['6609 MAIN ST', '6611 MAIN ST', '6613 MAIN ST', '6617 MAIN ST', '6619 MAIN ST']",1.0,42,tier_3,"Medium portfolio (8 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
PISATI ENTERPRISES LTD,8,0,,,partnership,True,False,False,False,medium,True,"['3502 BOUDINOT AVE', '3219 HARRISON AVE', '4331 HARRISON AVE', '4329 HARRISON AVE', '7136 MONTGOMERY RD']",1.0,58,tier_3,Partnership (likely investor); Medium portfolio (8 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
EQUITY TRUST COMPANY CUSTODIAN FBO,8,0,,,trust,True,False,False,False,medium,True,"['2444 502B MADISON RD', '2507 MANDERY AVE', '6006 CLOUGH PK', '2475 ROOSEVELT AVE', '5071 E MIAMI RIVER RD']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (8 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
KHAYO MUNIR TR & MARY TR,8,0,,,trust,True,False,False,False,medium,True,"['1917 LOSANTIVILLE AVE', '1921 LOSANTIVILLE AVE', '1925 LOSANTIVILLE AVE', '1929 LOSANTIVILLE AVE', '5844 SHADYMIST LN']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (8 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
HEERA INC,8,0,,,corporation,True,False,False,False,medium,True,"['4249 BADGELEY ST', '4251 BADGELEY ST', '4253 BADGELEY ST', '4255 BADGELEY ST', '4257 BADGELEY ST']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (8 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
HENSLEY DAVID TR,8,0,,,trust,True,False,False,False,medium,True,"['3496 HILLSIDE AVE', '3359 HILLSIDE AVE', '3374 PRINCETON ST', '3490 HILLSIDE AVE', '3490 HILLSIDE AVE']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (8 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
MCDONALDS CORPORATION,8,0,,,corporation,True,False,False,False,medium,True,"['413 E MARTIN LUTHER KING DR', '55 KIBBY LN', '1012 ROSS AVE', '5341 GLENWAY AVE', '7671 BEECHMONT AVE']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (8 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
LINWOOD ENTERPRISES LTD,8,0,,,partnership,True,False,False,False,medium,True,"['5326 WOOSTER PK', '5328 WOOSTER PK', '5330 WOOSTER PK', '5336 WOOSTER PK', '5340 WOOSTER PK']",1.0,58,tier_3,Partnership (likely investor); Medium portfolio (8 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
MATHEWS JAMES J TR & LOIS ANN TR,8,0,,,trust,True,False,False,False,medium,True,"['1650 COLONIAL DR', '1655 COLONIAL DR', '1651 COLONIAL DR', '1650 COLONIAL DR', '1652 COLONIAL DR']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (8 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
KRUMMEN J GARY TR & JUANITA A TR,8,0,,,trust,True,False,False,False,medium,True,"['2105 CENTRAL AVE', '2111 CENTRAL AVE', '2109 CENTRAL AVE', '2115 CENTRAL AVE', '2105 CENTRAL AVE']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (8 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
PENDLETON CORPORATION THE,8,0,,,corporation,True,False,False,False,medium,True,"['KELLOGG RD', '6898 KELLOGG AVE', 'KELLOGG AVE', 'KELLOGG AVE', '6939 FIVE MILE RD']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (8 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
LIFEFORMATIONS INC,7,0,,,corporation,True,False,False,False,medium,True,"['7524 CAMARGO RD', '7522 CAMARGO RD', '7516 CAMARGO RD', '7504 CAMARGO RD', '7524 CAMARGO RD']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (7 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
LINDVEST LIMITED PARTNERSHIP,7,0,,,partnership,True,False,False,False,medium,True,"['3325 CLIFTON AVE', '3360 GLENMORE AVE', '2010 EIGHT MILE RD', '7543 BRIDGETOWN RD', '7553 BRIDGETOWN RD']",1.0,58,tier_3,Partnership (likely investor); Medium portfolio (7 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
GAMMARINO ANTHONY TR,7,0,,,trust,True,False,False,False,medium,True,"['3700 ZINSLE AVE', '7403 CLOVERNOOK AVE', '3700 E GALBRAITH RD', '8744 DUBLIN CT', 'KEMPER AVE']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (7 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
MALOTKE MARY I TR,7,0,,,trust,True,False,False,False,medium,True,"['322 RUGBY AVE', 'LONGWORTH ST', 'LONGWORTH ST', 'LONGWORTH ST', '164 WOOSTER PK']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (7 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
LANGDON INC,7,0,,,corporation,True,False,False,False,medium,True,"['SHEPHERD LN', '9895 WAYNE AVE', '9865 WAYNE AVE', '9865 WAYNE AVE', '9865 WAYNE AVE']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (7 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
MCKENZIE-FINCH LTD,7,0,,,partnership,True,False,False,False,medium,True,"['10050 MIAMITOWN RD', '10978 U S ROUTE 50', '10978 U S ROUTE 50', '10675 U S ROUTE 50', 'STEPHENS RD']",1.0,58,tier_3,Partnership (likely investor); Medium portfolio (7 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
GARY & JUDITH SMITH FAMILY LIMITED PARTNERSHIP,7,0,,,partnership,True,False,False,False,medium,True,"['2641 CUMMINS ST', '2649 CUMMINS ST', '2641 CUMMINS ST', '2635 CUMMINS ST', '2627 CUMMINS ST']",1.0,58,tier_3,Partnership (likely investor); Medium portfolio (7 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
CHEVRON ENVIRONMENTAL SERVICES COMPANY,6,0,,,corporation,True,False,False,False,medium,True,"['9500 KILBY RD', 'STATE ROUTE 128', 'STATE ROUTE 128', 'STATE ROUTE 128', 'HOOVEN CROSSING DR']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (6 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
CHHABRA MAHINDER S TR & KULDEEP K TR,6,0,,,trust,True,False,False,False,medium,True,"['12106 FIFTH AVE', '12102 FIFTH AVE', '12098 FIFTH AVE', '12096 FIFTH AVE', '12094 FIFTH AVE']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (6 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
ETHICON ENDO-SURGERY INC,6,0,,,corporation,True,False,False,False,medium,True,"['10683 MCKINLEY RD', '4391 CREEK RD', '4391 CREEK RD', '4391 CREEK RD', '10715 MCKINLEY RD']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (6 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
HERWEH CHARLES W TR & DIANE L TR,6,0,,,trust,True,False,False,False,medium,True,"['885 MARTINI RD', '891 MARTINI RD', '885 MARTINI RD', '881 MARTINI RD', '885 MARTINI RD']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (6 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
CHRISTIAN MINISTRIES INC,6,0,,,corporation,True,False,False,False,medium,True,"['1231 STRENG ST', '1219 STRENG ST', '3645 CENTRAL PKWY', '3647 CENTRAL PW', '3226 CENTRAL PW']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (6 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
PIKE JENNIFER L TR,6,0,,,trust,True,False,False,False,medium,True,"['5425 LESTER RD', '5401 LESTER RD', '5423 LESTER RD', '5425 LESTER RD', '1060 SKILLMAN DR']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (6 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
HENKE JEROME E TR & THOMAS P HENKE TR,6,0,,,trust,True,False,False,False,medium,True,"['2154 ELYSIAN PL', '2156 ELYSIAN PL', '2158 ELYSIAN PL', 'CLIFF ST', 'CLIFF ST']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (6 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
EXCEL DEVELOPMENT COMPANY INC,6,0,,,corporation,True,False,False,False,medium,True,"['4860 MADISON RD', '4948 SHIRLEY PL', '2730 POWELL DR', '2730 POWELL DR', '1666 LLANFAIR AVE']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (6 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
KIMBERLY DAWN GREEN TRUST,6,0,,,trust,True,False,False,False,medium,True,"['332 BRADLEY AVE', '247 BURKHART AVE', '1330 FUHRMAN RD', '1328 FUHRMAN RD', '1320 FUHRMAN RD']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (6 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
BLUEACRES PARTNERS LLC,6,0,,,partnership,True,False,False,False,medium,True,"['2709 HENNGE DR', '7155 SWIRLWOOD LN', '7133 MEMORY LN', '3302 BLUEACRES DR', '8416 FIRSHADE TE']",1.0,58,tier_3,Partnership (likely investor); Medium portfolio (6 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
MADISON BISHOP S C TR,6,0,,,trust,True,False,False,False,medium,True,"['1961 FAIRFAX AVE', '1965 FAIRFAX AVE', '1860 CLARION AVE', 'CLARION AVE', '769 LINDY AVE']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (6 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
HILLVIEW GOLF COURSE INC,6,0,,,corporation,True,False,False,False,medium,True,"['SHADY LN', 'BEACON WOODS DR', 'ST ANNES DR', 'ST ANNES DR', 'ASTON OAKS DR']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (6 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
LONE STAR INDUSTRIES INC,6,0,,,corporation,True,False,False,False,medium,True,"['RIVER RD', '6441 RIVER RD', '6437 RIVER RD', '6381 RIVER RD', 'RIVER RD']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (6 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
HILLSIDE TRUST,6,0,,,trust,True,False,False,False,medium,True,"['6 CORBIN DR', '1930 CARONDOLET ST', 'QUARRY ST', 'QUARRY ST', '535 W GALBRAITH RD']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (6 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
PEOPLES CO-OP LLC,5,0,,,corporation,True,False,False,False,medium,True,"['1501 REPUBLIC ST', '1327 VINE ST', '14 W THIRTEENTH ST', '1303 VINE ST', '1305 VINE ST']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (5 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
MACEDONIA LIVING WORD FELLOWSHIP INC,5,0,,,corporation,True,False,False,False,medium,True,"['11588 WALNUT ST', '353 W KEMPER RD', '353 W KEMPER RD', '347 W KEMPER RD', 'WALNUT ST']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (5 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
BIEN ROGER A TR,5,0,,,trust,True,False,False,False,medium,True,"['1203 HERSCHEL AVE', '8568 BLUE ASH RD', '3900 E GALBRAITH RD', '7206 MONTGOMERY RD', '622 SHEPHERD DR']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (5 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
GALLENSTEIN DEVELOPMENT CORP,5,0,,,corporation,True,False,False,False,medium,True,"['IMPALA DR', 'SPRINGDALE RD', 'WELLER RD', 'WELLER RD', 'THORNVIEW DR']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (5 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
GALLENSTEIN BROS INC,5,0,,,corporation,True,False,False,False,medium,True,"['MIAMI AVE', '11333 DEERFIELD RD', 'HEIDELBERG DR', 'ROLLINS DR', 'LINDENHALL DR']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (5 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
MESIVTA BUILDING CO LLC,5,0,,,corporation,True,False,False,False,medium,True,"['1714 STONYBROOK DR', '1844 SECTION RD', '1834 SECTION RD', 'SECTION RD', '1834 SECTION RD']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (5 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
LUCAS LARRY W & ELIZABETH R TR,5,0,,,trust,True,False,False,False,medium,True,"['1364 CROTTY CT', '1356 CROTTY CT', '1348 CROTTY CT', '1333 PLAZAVIEW CT', '664 DUNWOODIE DR']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (5 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
AMERICAN BUILDERS & CONTRACTORS SUPPLY CO INC1 ABC PKYBELOIT WI 53511,5,130580,(Questions? 946-4015 or,AMERICAN BUILDERS & CONTRACTORS1 ABC PARKWAYBELOIT WI 53511 (Questions? 946-4800 or,corporation,True,False,False,False,medium,True,"['HOPE ST', '538 HOPE ST', '540 HOPE ST', '4316 SALWAY ST', '4312 SALWAY ST']",1.0,59,tier_3,Corporation (likely investor); Medium portfolio (5 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
CHESTER ROAD INVESTORS LTD,5,0,,,partnership,True,False,False,False,medium,True,"['10570 CHESTER RD', '10570 CHESTER RD', '10590 CHESTER RD', 'CHESTER RD', 'CHESTER RD']",1.0,58,tier_3,Partnership (likely investor); Medium portfolio (5 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
HEDLESTEN ROBERT C TR,5,0,,,trust,True,False,False,False,medium,True,"['3392 ERIE AVE', '2601-2603 SHORT VINE ST', '5315 BEECHMONT AVE', '6310 WOOSTER PK', '6911 MIAMI AVE']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (5 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
GANGLOFF JUDITH ANNE TR,5,0,,,trust,True,False,False,False,medium,True,"['4542 SCHOOL SECTION RD', '3763 MEADOWVIEW DR', '5571 WOODHAVEN DR', '1017 EVERETT CT', '8692 STRIMPLE RD']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (5 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
MEYER MARY KRISTINA TR,5,0,,,trust,True,False,False,False,medium,True,"['3941 16 SCHOOL SECTION RD', '2099 BELLGLADE TE', '5606 EULA AVE', '3676 NEIHEISEL AVE', '6211 TAYLOR RD']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (5 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
HELLMCO LTD,5,0,,,partnership,True,False,False,False,medium,True,"['1131 BIRNEY LN', '7311 OSCEOLA DR', '9589 DELRAY DR', '9216 FIDELIS DR', '9635 CONKLIN RD']",1.0,58,tier_3,Partnership (likely investor); Medium portfolio (5 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
PHILPOT CHRIS TR,5,0,,,trust,True,False,False,False,medium,True,"['3839 DRAKE AVE', '3827 DRAKE AVE', '4111 THIRTY-SECOND AVE', '3443 CARDIFF AVE', '3427 CARDIFF AVE']",1.0,50,tier_3,Trust entity (possible investor); Medium portfolio (5 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
