owner_name,portfolio_size,total_market_value,owner_address,mailing_address,entity_type,is_investor_entity,has_investor_name,has_po_box,has_business_address,portfolio_category,is_portfolio_investor,sample_properties,absentee_ratio,investor_score,investor_tier,score_reasons,tier_description
NEW DUBLIN SQUARE LLC,354,0.0,8902 N MERIDIAN ST SUITE 205,,llc,True,False,False,True,institutional,True,"['7221 E SKYLINE DR  101', '7221 E SKYLINE DR  102', '7221 E SKYLINE DR  103', '7221 E SKYLINE DR  104', '7221 E SKYLINE DR  105']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (354 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
ARDMORE PROPERTY LLC,348,0.0,3809 CLARKS LN STE 100,,llc,True,True,False,True,institutional,True,"['51 MAYFAIR BL A', '51 MAYFAIR BL B', '51 MAYFAIR BL C', '51 MAYFAIR BL D', '63 MAYFAIR BL A']",1.0,84,tier_1,"LLC entity (high investor probability); Institutional investor (348 properties); 80%+ properties are absentee-owned; Business address (suite/floor); Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
NEW LIFE VILLAS CMM LLC,333,19182100.0,"3601 W. 76TH ST, SUITE 200",3601 W 76TH ST STE 200,llc,True,False,False,True,institutional,True,"['60 62 BEECHCREEK RD', '0 ROBINWOOD AV REAR', '145 147 BEECHTREE RD', '0 BEECHCREEK RD', '4115 E BROAD ST']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (333 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
4881 KINGSHILL DR LLC,330,0.0,25800 SCIENCE PARK DR STE 100,,llc,True,False,False,True,institutional,True,"['4889 KINGSHILL DR 101', '4889 KINGSHILL DR 102', '4889 KINGSHILL DR 103', '4889 KINGSHILL DR 104', '4889 KINGSHILL DR 105']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (330 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
BVF-V SAW MILL LLC,328,36585200.0,C/O ALTUS GROUP PO BOX 92129,PO BOX 92129,llc,True,False,True,False,institutional,True,"['2476 SAWMILL VILLAGE CT', '2478 SAWMILL VILLAGE CT', '2480 SAWMILL VILLAGE CT', '2482 SAWMILL VILLAGE CT', '2484 SAWMILL VILLAGE CT']",1.0,76,tier_2,LLC entity (high investor probability); Institutional investor (328 properties); 80%+ properties are absentee-owned; PO Box address,Probable Investor - Strong prospect
DISTRICT AT LINWORTH TIC 1 LLC,326,0.0,3300 RIVERSIDE DR STE 100,,llc,True,False,False,True,institutional,True,"['6445 ADLER CT', '6443 ADLER CT', '6425 ADLER CT', '6423 ADLER CT', '6444 ADLER CT']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (326 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
CG SAWMILL CROSSING LLC,325,0.0,333 W WACKER DR,,llc,True,False,False,False,institutional,True,"['6665 DUMONT LN # 304', '6665 DUMONT LN # 305', '6665 DUMONT LN # 307', '6665 DUMONT LN # 308', '6665 DUMONT LN # 309']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (325 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
TAYLOR HOUSE LLC,325,54192600.0,5001 OLENTANGY RIVER RD,750 COMMUNICATIONS PKWY STE 250,llc,True,False,False,False,institutional,True,"['5001 OLENTANGY RIVER RD', '5001 OLENTANGY RIVER RD', '5001 OLENTANGY RIVER RD', '5001 OLENTANGY RIVER RD', '5001 OLENTANGY RIVER RD']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (325 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
AP RAVINE BLUFF LLC,316,29459900.0,62 WEST 45TH STREET 5TH FLOOR,PO BOX 9202,llc,True,False,False,False,institutional,True,"['5484 PONDEROSA DR', '5486 PONDEROSA DR', '5488 PONDEROSA DR', '5490 PONDEROSA DR', '5492 PONDEROSA DR']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (316 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
SOUTH 20TH STREET PROPERTIES LLC,312,0.0,5000 ARLINGTON CENTRE BLVD,,llc,True,True,False,False,institutional,True,"['630 E WOODROW AV APT A', '630 E WOODROW AV APT B', '630 E WOODROW AV APT C', '630 E WOODROW AV APT D', '630 E WOODROW AV APT E']",1.0,80,tier_1,"LLC entity (high investor probability); Institutional investor (312 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
DAVENPORT II LLC,312,26236000.0,650 SOUTH 500 WEST SUITE 104,PO BOX 9202,llc,True,False,False,True,institutional,True,"['4594 NORTHTOWNE BL #G1', '4594 NORTHTOWNE BL #G2', '4594 NORTHTOWNE BL #G3', '4594  NORTHTOWNE BL #G4', '4594 NORTHTOWNE BL #G5']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (312 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
STATE OF OHIO,309,2944816700.0,1534 N HIGH ST GATEWAY D 2ND FL,"GATEWAY D,   2ND FLOOR  1534 N HIGH ST",government,False,False,False,False,institutional,True,"['0 W TENTH AV', '692 E REYNOLDS AV', '2110 TUTTLE PARK PL', '701 E THIRD AV', '0 W ELEVENTH AV']",0.9676375404530745,40,tier_3,Institutional investor (309 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
ORO ISLAND CLUB SPE OWNER LLC,308,34286800.0,"3556 RUSSELL ROAD, 2ND FLOOR",PO BOX 9202,llc,True,False,False,False,institutional,True,"['5500 BERMUDA BAY DR 1A', '5500 BERMUDA BAY DR 1B', '5500 BERMUDA BAY DR 1C', '5500 BERMUDA BAY DR 1D', '5500 BERMUDA BAY DR 2A']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (308 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
THE FARMS OH LLC,308,43177600.0,1985 CEDAR BRIDGE AVE #1,PO BOX 9202,llc,True,False,False,False,institutional,True,"['5422 ABEL MERRIL RD', '5426 ABEL MERRIL RD', '5434 ABEL MERRIL RD', '5438 ABEL MERRIL RD', '5442 ABEL MERRIL RD']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (308 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
THE AVENUE CONDOS LLC,302,45960000.0,3053 MADISON ROAD,3505 COLUMBIA PKWY STE 100,llc,True,False,False,False,institutional,True,"['3632 INDIANOLA AV', '3688 W BRINELL ST UNIT N-100', '3688 W BRINELL ST UNIT N-101', '3688 W BRINELL ST ST UNIT N-102', '3688 W BRINEELL ST UNIT N-103']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (302 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
STERLING PLACE APARTMENTS OWNER LLC,300,0.0,C/O GOLDOLLER REAL ESTATE 107 S 2ND STREET SUITE 500,,llc,True,False,False,True,institutional,True,"['5399  COACHMAN RD 101 APT A', '5399  COACHMAN RD 102 APT B', '5399  COACHMAN RD 103 APT C', '5399  COACHMAN RD 104 APT D', '5399  COACHMAN RD 105 APT E']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (300 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
BERRYESSA LLC,288,0.0,135 CROSSWAYS PARK DR SUITE 401,,llc,True,False,False,True,institutional,True,"['5790 SPRING ROCK CR', '5792 SPRING ROCK CR', '5794 SPRING ROCK CR', '5796 SPRING ROCK CR', '5798 SPRING ROCK CR']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (288 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
CHARLESTON SPE LLC,287,38896000.0,1985 CEDAR BRIDGE AVE #1,PO BOX 9202,llc,True,False,False,False,institutional,True,"['5283 EDWARDS PLANTATION DR', '5285 EDWARDS PLANTATION DR', '5287 EDWARDS PLANTATION DR', '5289 EDWARDS PLANTATION DR', '5291 EDWARDS PLANTATION DR']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (287 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LAKESIDE SANCTUARY OWNER LLC,286,0.0,3016 MARYLAND AVE,,llc,True,False,False,False,institutional,True,"['95 LAZELLE RD', '97 LAZELLE RD', '95 LAZELLE  RD', '93 LAZELLE RD', '91 LAZELLE  RD']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (286 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
NORTHWOODS APARTMENT MANAGER LLC,280,28360000.0,6485 CENTERVILLE BUS PKWY,2727 LBJ FREEWAY   STE 806,llc,True,False,False,False,institutional,True,"['80 ANTELOPE WY APT 1A', '80 ANTELOPE WY APT 1B', '80 ANTELOPE WY APT 1C', '80 ANTELOPE WY APT 1D', '80 ANTELOPE WY APT 2A']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (280 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
BVF-V HEATHERMOOR LLC,280,25132000.0,C/O ALTUS GROUP PO BOX 92129,PO BOX 92129,llc,True,False,True,False,institutional,True,"['2600 BURLAWN CT', '2602 BURLAWN CT', '2604 BURLAWN CT', '2606 BURLAWN CT', '2608 BURLAWN CT']",1.0,76,tier_2,LLC entity (high investor probability); Institutional investor (280 properties); 80%+ properties are absentee-owned; PO Box address,Probable Investor - Strong prospect
CR FUND 32 LLC,276,28942400.0,380 POLARIS PKWY STE#135,380 POLARIS PKWY STE 135,llc,True,False,False,True,institutional,True,"['1352 UNDERWOOD FARMS BL', '1354 UNDERWOOD FARMS BL', '1356 UNDERWOOD FARMS BL', '1358 UNDERWOOD FARMS BL', '1360 UNDERWOOD FARMS BL']",0.7789855072463768,69,tier_2,LLC entity (high investor probability); Institutional investor (276 properties); 50%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
VB ELEVEN LLC,271,39808100.0,3500 PARK CENTER DR STE 100,16220 N SCOTTSDALE RD STE 650,llc,True,False,False,True,institutional,True,"['1817 SULLIVANT AV', '2014 HOLT AV', '189 N POWELL AV', '1371 LOCKBOURNE RD', '2245 WOODWARD AV']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (271 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
CREATIVE HOUSING INC,266,63320200.0,2233 CITYGATE DR,2233 CITYGATE DRIVE,corporation,True,False,False,False,institutional,True,"['325 TIBET RD', '485 KOSSUTH ST', '130 SHERMAN AV', '151 W FIFTH AV', '1213 1223 S LOCKBOURNE RD']",0.9774436090225563,67,tier_2,Corporation (likely investor); Institutional investor (266 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
BVF-V WREN LLC,264,29583200.0,"C/O ALTUS GROUP, PO BOX 92129",PO BOX 92129,llc,True,False,True,False,institutional,True,"['55 BIRD ST', '57 BIRD ST', '59 BIRD ST', '61 BIRD ST', '63 BIRD ST']",1.0,76,tier_2,LLC entity (high investor probability); Institutional investor (264 properties); 80%+ properties are absentee-owned; PO Box address,Probable Investor - Strong prospect
PIZZUTI JAEGER SQUARE LLC,262,0.0,629 NORTH HIGH ST STE 500,629 N HIGH ST STE 500,llc,True,False,False,True,institutional,True,"['850 JAEGER ST #101', '850 JAEGER ST #102', '850 JAEGER ST #103', '850 JAEGER ST #104', '850 JAEGER ST #105']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (262 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
BERKLEY HOUSE LLC,255,0.0,380 POLARIS PKWY STE 135,,llc,True,False,False,True,institutional,True,"['5300 RIVERSIDE DR # 101', '5300 RIVERSIDE DR #102', '5300 RIVERSIDE DR # 103', '5300 RIVERSIDE DR # 104', '530 RIVERSIDE DR # 105']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (255 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
ELAN PARK HOLDING LLC,252,0.0,750 COMMUNICATIONS PKWY SUITE 200,750 COMMUNICATIONS PKWY STE 200,llc,True,True,False,True,institutional,True,"['3432 SENNA XANDER # 101', '3432 SENNA XANDER # 102', '3432 SENNA XANDER # 103', '3432 SENNA XANDER # 104', '3432 SENNA XANDER # 105']",1.0,84,tier_1,"LLC entity (high investor probability); Institutional investor (252 properties); 80%+ properties are absentee-owned; Business address (suite/floor); Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
ORLEANS VILLAGE OH LLC,250,30006600.0,1985 CEDAR BRIDGE AVE #1,PO BOX 9202,llc,True,False,False,False,institutional,True,"['5209 ST CATHERINE ST', '5229 ST CATHERINE ST', '5373 BAYOU RD', '5380 BOURBON ST', '5393 BAYOU RD']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (250 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
CYCLONE COLUMBUS PARK 250 LLC,250,24778800.0,38 S CENTRAL AVE,1 N LASALLE ST STE 2100,llc,True,False,False,False,institutional,True,"['1709 COLLEGE PARK DR', '1713 COLLEGE PARK DR', '1717 COLLEGE PARK DR', '1721 COLLEGE PARK DR', '1725 COLLEGE PARK DR']",0.996,70,tier_2,LLC entity (high investor probability); Institutional investor (250 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
VB ONE LLC,247,30986000.0,3500 PARK CENTER DR STE 100,16220 N SCOTTSDALE RD STE 650,llc,True,False,False,True,institutional,True,"['375 CLARENDON AV', '299 N BURGESS AV', '313 S OGDEN AV', '463 S HAGUE AV', '2221 WILLAMONT AV']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (247 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
BANDELIER LLC,244,27560000.0,650 SOUTH 500 WEST   SUITE 104,PO BOX 9202,llc,True,False,False,True,institutional,True,"['371 PEAT MOSS  DR', '369 PEAT MOSS  DR', '365 PEAT MOSS DR', '321 PEAT MOSS  DR', '321 PEAT MOSS  DR']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (244 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
WOODFIELD PARK LLC,240,33650000.0,470 OLDE WORTHINGTON RD STE 100,470 OLDE WORTHINGTON RD STE 120,llc,True,False,False,True,institutional,True,"['2880 AUSTIN MANOR BL #101', '2880 AUSTIN MANOR BL #201', '2880 AUSTIN MANOR BL #301', '2880 AUSTIN MANOR BL #102', '2880 AUSTIN MANOR BL #202']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (240 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
MCNAUGHTEN WOODS OWNER LLC,230,0.0,3016 MARYLAND AVE,,llc,True,False,False,False,institutional,True,"['1540 MCNAUGHTEN RD', '1542 MCNAUGHTEN RD', '1544 MCNAUGHTEN RD', '1544 MCNAUGHTEN RD', '1548 MCNAUGHTEN RD']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (230 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
XANDER ON STATE HOLDING LLC,229,0.0,10573 W PICO BLVD  PMB #603,10573 W PICO BLVD,llc,True,True,False,False,institutional,True,"['265 E STATE ST # 101', '265 E STATE ST # 102', '265 E STATE ST # 103', '265 E STATE ST # 104', '265 E STATE ST # 105']",1.0,80,tier_1,"LLC entity (high investor probability); Institutional investor (229 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
DISTRICT ONE II LLC,228,0.0,300 PENN CENTER BLVD STE     303,380 POLARIS PKWY STE 135,llc,True,False,False,True,institutional,True,"['3989 CYBER AV', '3991 CYBER AV', '3997 CYBER AV', '3995 CYBER AV', '4001 CYBER AV']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (228 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
SUNBURY OH PARTNERS LLC,226,0.0,3424 PEACHTREE RD NE #300,,partnership,True,False,False,False,institutional,True,"['2119 CLEAR RIDGE DR', '2123 CLEAR RIDGE DR', '2127 CLEAR RIDGE DR', '2131 CLEAR RIDGE DR', '2135 CLEAR RIDGE DR']",1.0,65,tier_2,Partnership (likely investor); Institutional investor (226 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
ORO SPRINGBURNE LLC,224,18404000.0,"3556 RUSSELL ROAD, 2ND FLOOR",PO BOX 9202,llc,True,False,False,False,institutional,True,"['8359 FLINT RD', '8361 FLINT RD', '8363 FLINT RD', '8365 FLINT RD', '8399 FLINT  RD']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (224 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
HARPER HOUSE OWNER LLC,217,29315000.0,"C/O RYAN LLC, 200 E BROWARD BLVD., SUITE 1410",PO BOX 9202,llc,True,False,False,True,institutional,True,"['2350 SAWMILL PLACE BL UNIT 102', '2350 SAWMILL PLACE BL UNIT 103', '2350 SAWMILL PLACE BL UNIT 104', '2350 SAWMILL PLACE BL UNIT 105', '2350 SAWMILL PLACE BL UNIT 106']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (217 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
GRAHAM PARK OWNER LLC,216,28788800.0,"C/O RYAN LLC, 200 E BROWARD BLVD., SUITE 1410",PO BOX 9202,llc,True,False,False,True,institutional,True,"['2235 FEDERATED BL UNIT #1-101', '2235 FEDERATED BL UNIT #1-102', '2235 FEDERATED BL UNIT #1-103', '2235 FEDERATED BL UNIT #1-104', '2235 FEDERATED BL UNIT #1-105']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (216 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
COLUMBIA GAS OF OHIO INC,214,6098800.0,290 WEST NATIONWIDE BOULEVARD,PO BOX 9202,institution,False,False,False,False,institutional,True,"['34 S ROYS AV', '79 BRUNSON AV REAR', '1675 S HAMILTON RD REAR', '261 S JAMES RD REAR', '1207 BULEN AV REAR']",0.985981308411215,40,tier_3,Institutional investor (214 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
AP HARVARD TIC 1 LLC,209,12878300.0,62 WEST 45TH STREET 5TH FLOOR,62 W 45TH ST FL 5,llc,True,False,False,False,institutional,True,"['4446 MOBILE DR UNIT E-101', '4446 MOBILE DR UNIT E-102', '4446 MOBILE DR UNIT E-103', '4446 MOBILE DR UNIT E-104', '4446 MOBILE DR UNIT E-105']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (209 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
CYCLONE CROSSPOINT 208 LLC,208,32020800.0,38 S CENTRAL AVE,PO BOX 9202,llc,True,False,False,False,institutional,True,"['2545 LYNDEN CASTLE PW UNIT A', '2545 LYNDEN CASTLE PW UNIT B', '2545 LYNDEN CASTLE PW UNIT C', '2545 LYNDEN CASTLE PW UNIT D', '2545 LYNDEN CASTLE PW UNIT E']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (208 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
BTR SUTTON SQUARE PROPERTY LLC,200,16290000.0,C/O BTR MANAGEMENT  842 LUBLIN TERRACE,PO BOX 9202,llc,True,True,False,False,institutional,True,"['1773 ELAINE RD', '1777 ELAINE RD', '1781 ELAINE  RD', '1785 ELAINE RD', '4004 N ELAINE  PL']",1.0,80,tier_1,"LLC entity (high investor probability); Institutional investor (200 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
TOWNHOMES AT FAIRWAYS LLC,194,12703600.0,P O BOX 9202,PO BOX 9202,llc,True,False,False,False,institutional,True,"['232 E BARKLEY PL', '233 W BARKLEY PL', '234 E BARKLEY PL', '235 W BARKLEY PL', '236 E BARKLEY PL']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (194 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LENNOX FLATS LLC,194,37313800.0,10510 SPRINGBORO PIKE,10510 SPRINGBORO PIKE,llc,True,False,False,False,institutional,True,"['1798 LENNOX FLATS DR', '1800 LENNOX FLATS DR', '1802 LENNOX FLATS DR', '1804 LENNOX FLATS DR', '1806 LENNOX FLATS DR']",0.0,55,tier_3,LLC entity (high investor probability); Institutional investor (194 properties),Possible Investor - Worth contacting
STONE LODGE APTS LLC,192,0.0,400 BLVD OF AMERICAS SUITE 305,,llc,True,False,False,True,institutional,True,"['5079 CEDAR DR', '5079 CEDAR DR', '5079 CEDAR DR', '5079 CEDAR DR', '5079 CEDAR DR']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (192 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
CORNERSTONE VILLAGE OWNER LLC,192,22713600.0,2649 ERIE AVENUE FLOOR 2,PO BOX 9202,llc,True,False,False,True,institutional,True,"['4142 SUNSTONE AV #101', '4142 SUNSTONE AV #201', '4142 SUNSTONE AV #301', '4142 SUNSTONE AV #102', '4142 SUNSTONE AV #202']",1.0,74,tier_2,LLC entity (high investor probability); Institutional investor (192 properties); 80%+ properties are absentee-owned; Business address (suite/floor),Probable Investor - Strong prospect
CENTRAL OHIO COMMUNITY LAND TRUST CORPORATION,191,22705400.0,845 PARSONS AVE,901 CORPORATE CENTER DR,trust,True,False,False,False,institutional,True,"['1421 N FIFTH ST', '599 KELTON AV', '268 LECHNER AV', '289 N BURT ST', '1569 N ISABEL AV']",0.7696335078534031,53,tier_3,Trust entity (possible investor); Institutional investor (191 properties); 50%+ properties are absentee-owned,Possible Investor - Worth contacting
