owner_name,portfolio_size,total_market_value,owner_address,mailing_address,entity_type,is_investor_entity,has_investor_name,has_po_box,has_business_address,portfolio_category,is_portfolio_investor,sample_properties,absentee_ratio,investor_score,investor_tier,score_reasons,tier_description
TENNYSON HOMEOWN ASSOC INC C/O MANAGEMENT PLUS,47,0,,,corporation,True,False,False,False,institutional,True,"['TENNYSON DR', 'TENNYSON DR', 'TENNYSON DR', 'TENNYSON DR', 'LORD ALFRED CT']",1.0,67,tier_2,Corporation (likely investor); Institutional investor (47 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
MARIEMONT TOWNHOMES I LLC C/O CMC PROPERTIES,46,0,,,llc,True,True,False,False,institutional,True,"['6750 CHESTNUT ST', '3902 BEECH ST', '3926 BEECH ST', '6634 CHESTNUT ST', '6711 MURRAY AVE']",1.0,80,tier_1,"LLC entity (high investor probability); Institutional investor (46 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
CHILDRENS HOSPITAL MEDICAL,38,0,,,institution,False,False,False,False,institutional,True,"['2915 READING RD', '319 ALBERT SABIN WY', '3310 ALBERT SABIN WY', '3255 BURNET AVE', '3245 BURNET AVE']",1.0,40,tier_3,Institutional investor (38 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
GASLIGHT PROPERTY LLC,38,0,,,llc,True,True,False,False,institutional,True,"['3033 CLIFTON AVE', '3027 CLIFTON AVE', '3025 CLIFTON AVE', '2922 JEFFERSON AVE', '3225 BISHOP ST']",1.0,80,tier_1,"LLC entity (high investor probability); Institutional investor (38 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
HILL COUNTRY LTD,36,0,,,partnership,True,False,False,False,institutional,True,"['5111 ROANOKE ST', '5214 ROANOKE ST', '2876 RIVER RD', '3984 HILLSIDE AVE', '2874 RIVER RD']",1.0,65,tier_2,Partnership (likely investor); Institutional investor (36 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
KNOLLS HOMEOWNERS ASSOCIATION INC THE,35,0,,,nonprofit,False,False,False,False,institutional,True,"['GLENSPRINGS DR', 'GLENSPRINGS DR', 'OAKWOOD CT', 'GLENSPRINGS DR', 'GLENSPRINGS DR']",1.0,40,tier_3,Institutional investor (35 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
BLOC MINISTRIES INC,34,0,,,corporation,True,False,False,False,institutional,True,"['715 STATE AVE', '717 NEAVE ST', '718 STATE AVE', '2162 STAEBLER ST', '714 NEAVE ST']",1.0,67,tier_2,Corporation (likely investor); Institutional investor (34 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
CHESAPEAKE & OHIO RAILWAY,33,0,,,institution,False,False,False,False,institutional,True,"['LINN ST', 'LINN ST', 'LINN ST', nan, nan]",1.0,40,tier_3,Institutional investor (33 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
EVENDALE OHIO VILLAGE OF THE,33,0,,,individual,False,False,False,False,institutional,True,"['WYSCARVER RD', 'READING RD', 'GLENDALE MILFORD RD', '10270 READING RD', 'ARBORHILL LN']",1.0,40,tier_3,Institutional investor (33 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
PEAK ONE HOLDINGS LLC,33,0,,,llc,True,True,False,False,institutional,True,"['3548 MONTGOMERY RD', '803 LINCOLN AVE', '2873 STANTON AVE', '569 HALE AVE', '4435 READING RD']",1.0,80,tier_1,"LLC entity (high investor probability); Institutional investor (33 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
HILTON MICHAEL R & JENNIFER C,32,0,,,individual,False,False,False,False,institutional,True,"['38 ESCALON ST', '16 E CHARLOTTE AVE', '618 LIDDLE LN', '160 JOLIET AVE', '24 ORCHARD ST']",1.0,40,tier_3,Institutional investor (32 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
LA VENTURA LLC,32,0,,,llc,True,False,False,False,institutional,True,"['1729 HEWITT AVE', '3614 EVANSTON AVE', '3621 NEWTON AVE', '3617 NEWTON AVE', '3620 IDLEWILD AVE']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (32 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LRE 2 LLC,32,0,,,llc,True,False,False,False,institutional,True,"['4703 STEWART AVE', '1202 FRANKLIN AVE', '954 MCPHERSON AVE', '1120 WINFIELD AVE', '1238 MCKEONE AVE']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (32 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
MARIEMONT TOWNHOMES II LLC C/O CMC PROPERTIES,31,0,,,llc,True,True,False,False,institutional,True,"['3937 PLAINVILLE RD', '6743 MAPLE ST', '6769 MAPLE ST', '6612 CHESTNUT ST', '6612 CHESTNUT ST']",1.0,80,tier_1,"LLC entity (high investor probability); Institutional investor (31 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",High-Confidence Investor - Prime prospect
CHEVIOT CITY OF THE,31,0,,,government,False,False,False,False,institutional,True,"['MAYWOOD CT', 'RUTH LN', 'LOVELL AVE', '3812 LOVELL AVE', 'LOVELL AVE']",1.0,40,tier_3,Institutional investor (31 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
ANDERSON TOWNSHIP,31,0,,,government,False,False,False,False,institutional,True,"['ANDERSON COVE LN', 'TRAILVIEW', 'EIGHT MILE RD', '7832 YMCA RD', '7862 ANCHOR RD']",1.0,40,tier_3,Institutional investor (31 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
MERIANOS TED,29,0,,,individual,False,False,False,False,institutional,True,"['5841 PAMELEEN CT', '5860 PAMELEEN CT', '2893 MALIBU CT', '8457 JACKIES DR', '8325 LYNESS DR']",1.0,40,tier_3,Institutional investor (29 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
LITTLE MIAMI INC,29,0,,,corporation,True,False,False,False,institutional,True,"['EAGLESRIDGE LN', 'ROUND BOTTOM RD', 'ROUND BOTTOM RD', 'RIVERSIDE RD', 'RIVERSIDE RD']",1.0,67,tier_2,Corporation (likely investor); Institutional investor (29 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
MAJESTIC APARTMENTS LLC,28,0,,,llc,True,False,False,False,institutional,True,"['231 101 OAK ST', '231 102 OAK ST', '231 103 OAK ST', '231 104 OAK ST', '231 105 OAK ST']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (28 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
KMA WESTSIDE DEVELOPMENT INC,27,0,,,corporation,True,False,False,False,institutional,True,"['BARNBOUGLE DR', 'BARNBOUGLE DR', 'BARNBOUGLE DR', 'DONEGAL DR', 'DONEGAL DR']",1.0,67,tier_2,Corporation (likely investor); Institutional investor (27 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
MCCREARY STANLEY,27,0,,,individual,False,False,False,False,institutional,True,"['5031 AMY AVE', '5101 AMY AVE', '5019 AMY AVE', '5131 AMY AVE', '6601 ROE ST']",1.0,40,tier_3,Institutional investor (27 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
LRE 1 LLC,26,0,,,llc,True,False,False,False,institutional,True,"['581 BLAIR AVE', '544 STEWART PL', '6531 PARKLAND AVE', '1253 HENKEL DR', '1128 MANSION AVE']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (26 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
EXCEL DEVELOPMENT CO INC,26,0,,,corporation,True,False,False,False,institutional,True,"['82 E HOLLISTER ST', '2405 AUBURN AVE', '2403 AUBURN AVE', '7166 EASTLAWN DR', '1865 LOSANTIVILLE AVE']",1.0,67,tier_2,Corporation (likely investor); Institutional investor (26 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
MADEIRA CITY OF,26,0,,,government,False,False,False,False,institutional,True,"['7014 MIAMI AVE', '7010 MIAMI AVE', 'LAUREL AVE', '7451 DAWSON RD', '7409 DAWSON RD']",1.0,40,tier_3,Institutional investor (26 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
LIVING SOLUTIONS LLC,26,0,,,llc,True,False,False,False,institutional,True,"['2155 B FULTON AVE', '332 GLENWOOD AVE', '7372 WOODCROFT DR', '11535 12 REGENCY SQUARE CT', '3424 AMBERWAY CT']",1.0,70,tier_2,LLC entity (high investor probability); Institutional investor (26 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
MERCY HOSPITALS WEST,25,0,,,individual,False,False,False,False,institutional,True,"['3131 QUEEN CITY AVE', '24870004 QUEEN CITY AVE', 'QUEEN CITY AVE', 'QUEEN CITY AVE', '3131 QUEEN CITY AVE']",1.0,40,tier_3,Institutional investor (25 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
KROGER CO THE,25,0,,,corporation,True,False,False,False,institutional,True,"['10 E CENTRAL PW', '1021 VINE ST', '1015 VINE ST', '1014 VINE ST', '1014 VINE ST']",1.0,67,tier_2,Corporation (likely investor); Institutional investor (25 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LINCOLN HEIGHTS VILLAGE OF,25,0,,,individual,False,False,False,False,institutional,True,"['845 CHAMBERLAIN AVE', '944 BYRD AVE', '1228 STEFFEN AVE', '1256 STEFFEN AVE', '1179 STEFFEN AVE']",1.0,40,tier_3,Institutional investor (25 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
LADISA INVESTMENTS LLC,24,0,,,llc,True,True,False,False,large,True,"['814 816 MAIN ST', '1856 GLENDON PL', '1529 MANSS AVE', '2910 QUEEN CITY AVE', '2702 QUEENSWOOD DR']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (24 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
TENMORE HOLDINGS LLC,23,0,,,llc,True,True,False,False,large,True,"['4916 JAMESON ST', '466 DAYTON ST', '442 DAYTON ST', '442 DAYTON ST', '6829 GRACELY DR']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (23 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
KROGER LIMITED PARTNERSHIP I,22,0,,,partnership,True,False,False,False,large,True,"['6219 CORBLY RD', '4613 MARBURG AVE', '3609 WARSAW AVE', '8241 VINE ST', '8241 VINE ST']",1.0,63,tier_2,Partnership (likely investor); Large portfolio (22 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
GALLENSTEIN INVESTMENTS LLC,22,0,,,llc,True,True,False,False,large,True,"['6101 CREEK RD', '5699 CREEK RD', '5677 CREEK RD', '5633 CREEK RD', '5201 CREEK RD']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (22 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
MAGNOLIA HEIGHTS LIMITED PARTNERSHIP,22,0,,,partnership,True,False,False,False,large,True,"['537 E THIRTEENTH ST', '539 E THIRTEENTH ST', '1344 VINE ST', '212 MAGNOLIA ST', '210 MAGNOLIA ST']",1.0,63,tier_2,Partnership (likely investor); Large portfolio (22 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
PILLAR MINISTRIES INC,21,0,,,corporation,True,False,False,False,large,True,"['6272 RUGBY RD', '6268 RUGBY RD', '6256 RUGBY RD', '6242 RUGBY RD', '6240 RUGBY RD']",1.0,64,tier_2,Corporation (likely investor); Large portfolio (21 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
PINEKNOT ASSOCIATES LLC,20,0,,,llc,True,False,False,False,large,True,"['2144 FLORENCE AVE', '2141 GILBERT AVE', '2150 FLORENCE AVE', '2149 GILBERT AVE', '2159 GILBERT AVE']",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (20 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LSR LLC,20,0,,,llc,True,False,False,False,large,True,"['2374 BANNING RD', 'NEW HAVEN RD', 'NEW HAVEN RD', 'NEW HAVEN RD', nan]",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (20 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LEVEL 3 COMMUNICATIONS LLC,20,0,,,llc,True,False,False,False,large,True,"[nan, nan, nan, nan, nan]",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (20 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
GAMMARINO AL TR,19,0,,,trust,True,False,False,False,large,True,"['5419 NEWFIELD AVE', '3836 IONA AVE', '3850 IONA AVE', '2839 SHAFFER AVE', '2783 SHAFFER AVE']",1.0,55,tier_3,Trust entity (possible investor); Large portfolio (19 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
TERRI MANOR ASSOCIATES LTD,19,0,,,partnership,True,False,False,False,large,True,"['655 NEAVE ST', '661 NEAVE ST', '665 NEAVE ST', '720 STATE AVE', '726 STATE AVE']",1.0,63,tier_2,Partnership (likely investor); Large portfolio (19 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
GBC INVESTORS LLC,19,0,,,llc,True,False,False,False,large,True,"['4343 EASTERN AVE', '546 HALE AVE', '6000 ELBROOK AVE', '1937 STATE AVE', '1767 WESTWOOD AVE']",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (19 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
BLACK FOREST REAL ESTATE LLC,19,0,,,llc,True,True,False,False,large,True,"['5901 BERTE ST', '5907 BERTE ST', '5923 BERTE ST', '5900 PANAMA AVE', '5901 PANAMA AVE']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (19 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
LIBERTY ACQUISITIONS LLC,19,0,,,llc,True,True,False,False,large,True,"['3840 SPRING GROVE AVE', '3827 SPRING GROVE AVE', '3832 SPRING GROVE AVE', '3818 SPRING GROVE AVE', '3816 SPRING GROVE AVE']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (19 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
PETE GRIESDORN LLC,19,0,,,llc,True,False,False,False,large,True,"['OAK RD', 'WILLOW RD', '10425 OAK DR', 'WILLOW RD', 'MAPLE DR']",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (19 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
MCDONALDS REAL ESTATE COMPANY,19,0,,,corporation,True,True,False,False,large,True,"['READING RD', '7142 READING RD', '7337 WOOSTER PK', 'MIAMI RUN', 'WOOSTER PK']",1.0,74,tier_2,"Corporation (likely investor); Large portfolio (19 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
MEREDITH ESTATES LLC,19,0,,,llc,True,False,False,False,large,True,"['1570 45 MEREDITH DR', '1570 38 MEREDITH DR', '1570 30 MEREDITH DR', '1556 21 MEREDITH DR', '1556 20 MEREDITH DR']",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (19 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
SWEWAT LTD,19,0,,,partnership,True,False,False,False,large,True,"['3206 WOODBURN AVE', '1612 FAIRFAX AVE', '1610 FAIRFAX AVE', '3212 WOODBURN AVE', '3611 WABASH AVE']",1.0,63,tier_2,Partnership (likely investor); Large portfolio (19 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
LIFEHOMES LLC,19,0,,,llc,True,False,False,False,large,True,"['1570 ST LEGER PL', '1613 DEXTER AVE', '1618 NEILSON PL', 'CHASE AVE', 'CHASE AVE']",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (19 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
PENDLETON HOUSING PARTNERS LP,18,0,,,partnership,True,False,False,False,large,True,"['1347 BROADWAY', '1336 BROADWAY', '402 E THIRTEENTH ST', '404 E THIRTEENTH ST', '1320 PENDLETON ST']",1.0,63,tier_2,Partnership (likely investor); Large portfolio (18 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
ERIE PARK II LLC,18,0,,,llc,True,False,False,False,large,True,"['4455 ERIE AVE', '4457 ERIE AVE', '4459 1C ERIE AVE', '4461 1D ERIE AVE', '4463 1E ERIE AVE']",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (18 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
MAQ INVESTMENTS LLC,18,0,,,llc,True,True,False,False,large,True,"['2357 CONCORD ST', '3433 HALLWOOD PL', '839 LEXINGTON AVE', '709 GLENWOOD AVE', '697 GLENWOOD AVE']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (18 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
MANA AND LILA LLC,18,0,,,llc,True,False,False,False,large,True,"['1610 ELM ST', '208 E THIRTEENTH ST', '1508 PLEASANT ST', nan, nan]",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (18 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
MAX AUTO REAL ESTATE LLC,18,0,,,llc,True,True,False,False,large,True,"['2612 READING RD', '2616 READING RD', 'GLENWAY AVE', '8502 BEECHMONT AVE', '6015 WOOSTER PK']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (18 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
BIG BUBBA HOLDINGS LLC,17,0,,,llc,True,True,False,False,large,True,"['246 KLOTTER AVE', '228 KLOTTER AVE', '318 KLOTTER AVE', '273 EMMING ST', '2156 STRATFORD AVE']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (17 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
CHANTILAS RENTALS LLC,17,0,,,llc,True,True,False,False,large,True,"['7120 GARDEN RD', '7616 MONTGOMERY RD', '7608 MONTGOMERY RD', '7128 GARDEN RD', '7121 GARDEN RD']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (17 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
MARONDA HOMES OF CINCINNATI LLC,17,0,,,llc,True,True,False,False,large,True,"['8529 NOELLE DR', '8617 NOELLE DR', '8625 NOELLE DR', '8628 PAISLEY DR', 'PAISLEY DR']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (17 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
GASLIGHT VENTURES LLC,17,0,,,llc,True,True,False,False,large,True,"['2717 EDEN AVE', '232 DONAHUE ST', '135 LYON ST', '133 LYON ST', '131 LYON ST']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (17 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
LINCOLN AVENUE PROPERTY HOLDINGS LLC,17,0,,,llc,True,True,False,False,large,True,"['2224 LINCOLN AVE', '2218 LINCOLN AVE', '2208 LINCOLN AVE', '2212 LINCOLN AVE', '2198 LINCOLN AVE']",1.0,77,tier_2,"LLC entity (high investor probability); Large portfolio (17 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
ERON LLC,16,0,,,llc,True,False,False,False,large,True,"['3911 FEEMSTER ST', '3921 FEEMSTER ST', '3925 FEEMSTER ST', '3926 EASTERN AVE', '3926 EASTERN AVE']",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (16 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
CHASE REALTY CO THE,16,0,,,corporation,True,True,False,False,large,True,"['3723 MADISON RD', '6327 MONTGOMERY RD', '2886 RIVER RD', '622 STEINER AVE', 'HARRISON AVE']",1.0,74,tier_2,"Corporation (likely investor); Large portfolio (16 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
ANESCO LLC,16,3257420,6800 CAMBRIDGE GROVE CTCLEVES OH 45002,ANESCO LLC 6800 CAMBRIDGE GROVE CTCLEVES OH 45002,llc,True,False,False,False,large,True,"['BOUDINOT AVE', '5345-5349 GLENWAY AVE', 'DELHI PK', 'DELHI PK', '5074 MT ALVERNO RD']",1.0,67,tier_2,LLC entity (high investor probability); Large portfolio (16 properties); 80%+ properties are absentee-owned,Probable Investor - Strong prospect
TEKO LAND GROUP LTD,16,0,,,partnership,True,True,False,False,large,True,"['6324 MADISON RD', '6320 MADISON RD', '6717 E LEDGE ST', '6715 E LEDGE ST', '3665 ERIE AVE']",1.0,73,tier_2,"Partnership (likely investor); Large portfolio (16 properties); 80%+ properties are absentee-owned; Name contains investor keywords (Properties, Holdings, etc.)",Probable Investor - Strong prospect
